"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"0","Star Jasmine","Trachelospermum jasminoides","115","Glossy evergreen leaves bronzing in cold · intensely fragrant white pinwheels","Water regularly; keep containers damp in heat","South / West","Fertile, free-draining; Needs a warm wall · winter wet is fatal","Trim after flowering · tie young shoots to the support","","Jun-Sep","","","","","","","","","","","","H4","dependable on warm walls · exposure is its limit · milky sap irritates","evergreen climber · scented walls · courtyards · containers","8-12m H × 4-8m W","","","11","5","12","8","90","65","Milky sap can irritate skin and the plant should not be eaten.","","Hardy in many sheltered UK gardens but vulnerable to severe frost and cold drying winds, particularly when young.","evergreen","","","",""
"0","Japanese Anemone 'Pretty Lady Maria'","Anemone × hybrida Pretty Lady Maria ('Aneplaria')","150","Compact clumps with single white flowers and bright yellow stamens in late summer.","Water while establishing and during dry spells.","Any aspect","Moist, well-drained; Avoid excessive winter wet","Cut back in late autumn after flowering.","","Aug-Oct","","","","","","","","","","","Pretty Lady Series; cultivar code 'Aneplaria'","H7","Very hardy; reliable once established in moisture-retentive, well-drained soil.","Borders, cottage gardens, city and courtyard gardens, wildlife gardens and containers.","40–60 cm H × 40–60 cm W","slugs","","10","5","12","6","55","25","","","Very hardy: withstands below -20C, so hardy anywhere in the UK.","","","","",""
"0","Rosemary 'Miss Jessopp's Upright'","Salvia rosmarinus 'Miss Jessopp’s Upright'","220","Upright aromatic evergreen shrub with narrow resinous leaves and pale blue flowers.","Water while establishing; very drought tolerant once mature.","South / West","Poor, very free-draining; Winter wet kills it, not the cold","Trim lightly after flowering, avoiding cuts into old bare wood.","","Mar-Jun","","","","","","","","","","","'Miss Jessopp's Upright'","H4","Highly drought tolerant but vulnerable to winter wet.","Herb gardens, Mediterranean planting, hedging and containers.","1–1.5 m H × 1–1.5 m W","","","11","3","4","5","100","80","","","Hardy through much of the UK where drainage is excellent.","Evergreen; narrow aromatic dark green leaves with pale undersides.","","","",""
"0","Coral-bark Maple","Acer palmatum 'Sango-kaku'","15","Elegant deciduous Japanese maple with coral-red young stems, pinkish-yellow spring leaves, green summer foliage and golden-yellow autumn colour.","Keep evenly moist, especially while establishing and during dry weather.","East / South / West","Fertile, drained, acidic; Wind and drought scorch the leaves","Prune only when necessary, preferably during dormancy to remove damaged or unwanted growth.","","Sep-Feb","","","","","","","","","","","'Sango-kaku'","H6","Hardy once established but appreciates shelter from drying winds.","Specimen tree, Japanese gardens, mixed borders and large containers.","4–8 m H × 2.5–4 m W","","","10","7","12","8","60","35","","","Hardy throughout the UK, approximately -20 to -15°C.","Deciduous; five-lobed leaves with strong seasonal colour.","","","",""
"0","Purpletop Vervain","Verbena bonariensis","285","Tall airy perennial with slender branching stems topped by small clusters of vivid purple flowers.","Water while establishing; tolerates moderate drought.","South / West","Any, well-drained; Winter wet; self-seeds everywhere","Leave stems over winter where desired, then cut back in spring.","","Jun-Oct","","","","","","","","","","","","H4","Drought tolerant and often persists through self-seeding even where individual plants are short-lived.","Prairie planting, pollinator gardens and mixed borders.","1.5–2.5 m H × 0.5–1 m W","","","17","4","6","4","95","75","","","Hardy through much of the UK in well-drained sites, approximately -10 to -5°C.","Herbaceous to semi-evergreen in mild winters; narrow toothed green leaves.","","","",""
"0","Cut-leaved Stag's Horn Sumach","Rhus typhina 'Dissecta'","20","Fern-like cut foliage · brilliant orange-red autumn colour · crimson fruit cones","Moderate; water while establishing","East / South / West","Moist, well-drained; Full sun for strongest autumn colour","Remove unwanted suckers in winter; prune only if needed","","Sep-Nov","","","","","","","","","","","syn. Rhus typhina f. laciniata; 'Laciniata'","H6","cold hardy · exposed-site tolerant · generally pest free","specimen · autumn colour · architectural planting","2.5–4 m H × 4–8 m W","","","11","6","8","7","95","80","","","RHS H6 for the exact cultivar","deciduous","","","",""
"0","Purple Hybrid Catalpa","Catalpa × erubescens 'Purpurea'","275","Black-purple young leaves fade dark green · white orchid-like summer flowers","Moderate; water during prolonged dry spells","Any aspect","Moist, well-drained; Shelter from wind · late-frost risk","Prune minimally; stool in spring for larger foliage","","Apr-Aug","","","","","","","","","","","syn. Catalpa bignonioides 'Purpurea'","H6","generally pest free · honey fungus resistant","specimen · architectural · foliage contrast","10–15 m H × 6–10 m W","","","10","5","9","6","95","60","","","H6; young growth can be damaged by late frost","deciduous","","","",""
"0","Necklace Vine","Muehlenbeckia complexa","120","Dense wiry dark stems · tiny rounded green leaves · airy scrambling or trailing growth","Moderate; water during prolonged dry spells","South / West","Moist, well-drained; Shelter from cold winds","Trim vigorous shoots as needed to contain growth","","Apr-Oct","","","","","","","","","","","syn. Muehlenbeckia axillaris misapplied","H3","coastal tolerant · pest and disease free","walls · banks · containers · trailing displays","2.5–4 m H × 1.5–2.5 m W","","","14","2","8","6","70","40","","","RHS H3; best outdoors in sheltered mild UK gardens","deciduous","","","",""
"0","Star of Love Masterwort","Astrantia major 'Star of Love'","350","Dark wine-red pincushion flowers · deep-red pointed bracts · leafy compact clump","Keep evenly moist","Any aspect","Humus-rich, moist; Avoid prolonged drought","Cut faded flowers back to encourage fresh growth","","Jun-Aug","","","","","","","","","","","","H4","exposed-site tolerant · pollinator friendly","borders · cut flowers · wildlife gardens","50–100 cm H × 50–100 cm W","","","8","10","12","5","60","35","","PBR protected · commercial propagation restricted","Hardy through an average UK winter, withstanding -10 to -5C.","deciduous","","","",""
"0","Black and Blue Anise-Scented Sage","Salvia guaranitica 'Black and Blue'","225","Intense dark-blue flowers emerge from dramatic black calyces · tall leafy stems","Moderate; water during prolonged dry spells","South / West","Well-drained loam or sand; Shelter from cold winds · avoid winter wet","Deadhead flower spikes; cut back after frost","","Aug-Oct","","","","","","","","","","","syn. Salvia caerulea misapplied","H3","vigorous · coastal suitable · pollinator friendly","borders · containers · pollinators","1.5–2.5 m H × 1–1.5 m W","","","14","11","9","10","95","80","","","RHS H3; winter protection is advisable away from mild areas","deciduous","","","",""
"0","Broadband Hosta","Hosta 'Broadband'","85","Dark-green heart-shaped leaves · broad yellow margins fade creamy white in summer","Keep evenly moist","North / East / West","Fertile, moist, well-drained; Shelter from cold dry winds","Remove spent leaves and clear dead foliage in autumn","","Apr-Oct","","","","","","","","","","","","H7","very cold hardy · deep-shade tolerant","shade borders · underplanting · containers","30–50 cm H × 30–50 cm W","","","7","13","13","6","25","10","","","Very hardy: withstands below -20C, so hardy anywhere in the UK.","deciduous","","","",""
"0","Pretty Lady Emily Japanese Anemone","Anemone × hybrida 'Pretty Lady Emily'","335","Large semi-double pale-pink flowers · yellow centres · compact leafy clump","Keep evenly moist; water in dry spells","Any aspect","Moist, well-drained; Avoid excessive winter wet","Cut old stems back after flowering","","Jul-Oct","","","","","","","","","","","Pretty Lady Series","H7","very cold hardy · coastal tolerant","borders · containers · pollinators","50–60 cm H × 30–50 cm W","","","9","10","11","5","65","35","","PBR protected · commercial propagation restricted","Very hardy: withstands below -20C, so hardy anywhere in the UK.","deciduous","","","",""
"0","St John's wort 'Miracle Night'","Hypericum × inodorum MIRACLE NIGHT ('Allmadne')","345","Yellow flowers · purple-flushed foliage · mahogany-purple autumn berries","Moderate; water in dry spells","Any aspect","Moist, well-drained; Avoid waterlogging","Light prune in spring; renovate hard if needed","","Aug-Oct","","","","","","","","","","","Miracle Series; trade name MIRACLE NIGHT; cultivar code 'Allmadne'","H5","drought tolerant once established","containers · borders · cut stems · autumn berries","70–80 cm H × 60–75 cm W","","","10","6","8","5","75","42","Fruit ornamental · not to be eaten","PBR protected · commercial propagation restricted","Hardy through a cold UK winter, withstanding -15 to -10C.","semi-evergreen","","","",""
"0","Ivy 'Goldheart'","Hedera helix 'Oro di Bogliasco'","55","Dark-green 3-lobed leaves · bold golden-yellow centres · vigorous evergreen","Moderate; water while establishing","Any aspect","Humus-rich, well-drained; Sheltered · avoid waterlogging","Trim any time; renovate hard in early spring if needed","","Jan-Dec","","","","","","","","","","","syn. Hedera helix 'Goldheart'; 'Jubiläum Goldherz'; 'Jubilee' misapplied","H5","shade tolerant · coastal tolerant","walls · fences · wildlife cover · containers","4–8 m H × 1–1.5 m W","","","14","10","7","6","65","35","Harmful if eaten · skin irritant/allergen","","Hardy through a cold UK winter, withstanding -15 to -10C.","evergreen","","","",""
"0","Henry's honeysuckle 'Copper Beauty'","Lonicera henryi 'Copper Beauty'","38","Bronze-flushed new leaves · fragrant orange-yellow tubes · blue-black fruit","Keep evenly moist","North / East / West","Humus-rich, well-drained; Sheltered · avoid hot, dry sites","Prune vigorous stems after flowering","","Jun-Aug","","","","","","","","","","","syn. Lonicera 'Copper Beauty'; L. chamissoi 'Copper Beauty'; L. japonica 'Copper Beauty'","H4","shade tolerant","screening · walls · wildlife gardens · cottage gardens","8–12 m H × 1.5–2.5 m W","","","14","12","12","9","55","35","Fruit ornamental · not to be eaten","PBR protected · commercial propagation restricted","RHS H4; evergreen foliage benefits from shelter","evergreen","","","",""
"0","White potato vine","Solanum laxum 'Album'","0","Jasmine-like white flowers · yellow centres · glossy semi-evergreen foliage","Moderate; water in dry spells","South / West","Moist, well-drained; Sheltered · protect from hard frost","Prune after flowering to contain and shape","","Jun-Sep","","","","","","","","","","","syn. Solanum jasminoides 'Album'","H4","","sunny walls · pergolas · courtyards · conservatories","8–12 m H × 1.5–2.5 m W","","","16","8","10","10","92","78","Fruit ornamental · not to be eaten","","RHS H4; best on a warm sheltered wall","semi-evergreen","","","",""
